"bill_id","govtrack_id","sponsor_title"
hr4482-103,400174,Rep
sres519-113,300075,Sen
s463-110,300071,Sen
s956-109,300048,Sen
hr723-109,400322,Rep
s2321-105,300082,Sen
hr4098-102,400191,Rep
hr798-114,400271,Rep.
hconres134-97,401274,Rep
hr9810-95,401540,Rep
s3274-102,401391,Sen
hr1210-117,412713,Rep.
hjres414-101,408839,Rep
s2946-107,300037,Sen
hr5890-116,412702,Rep
hr154-106,400174,Rep
hres563-99,412007,Rep
s2536-112,300082,Sen
hr2437-107,400382,Rep
sconres80-105,407992,Sen
hres1363-110,412195,Rep
s94-104,400558,Sen
hjres72-114,400431,Rep.
hr3182-109,400322,Rep
hr5254-115,412712,Rep
sjres12-104,300159,Sen
hr3732-104,400058,Rep
hr324-108,400418,Rep
hr466-102,400333,Rep
s1981-104,300029,Sen
hr2931-95,410186,Rep
hr3560-99,403695,Rep
sres11-108,300031,Sen
s844-106,300085,Sen
s170-109,300075,Sen
hjres442-100,300091,Rep
s2541-108,300071,Sen
hjres161-96,400333,Rep
s90-114,400418,Sen.
hr4399-105,400382,Rep
sconres104-107,300057,Sen
s1419-103,300048,Sen
s1775-109,300091,Sen
hr3214-96,300091,Rep
s3095-96,401391,Sen
hr828-99,300082,Rep
hr8316-96,401034,Rep
hr873-106,400291,Rep
hr5464-102,405646,Rep
hr3566-100,300057,Rep
hres1130-95,410969,Rep
s360-105,300029,Sen
hr1490-106,400226,Rep
hr3784-99,400226,Rep
s2307-106,300037,Sen
sres156-108,300045,Sen
hr5891-96,405496,Rep
s776-101,401709,Sen
hr345-116,412695,Rep
s2486-103,300061,Sen
s1427-99,300048,Sen
hjres181-101,400504,Rep
hr6432-109,400121,Rep
hconres481-94,404297,Rep
s2848-93,405969,Sen
hr967-117,412712,Rep.
hr4509-105,400410,Rep
s2550-107,300071,Sen
hr7830-93,400333,Rep
s2810-109,300048,Sen
hjres111-102,400333,Rep
hr583-96,407783,Rep
hr1896-114,412308,Rep.
sres1-109,300045,Sen
hr4717-106,400188,Rep
s348-106,300091,Sen
hr4815-95,403260,Rep
hr2170-117,412695,Rep.
s1722-103,300061,Sen
hr3623-116,412775,Rep
s2025-96,410421,Sen
s2249-97,410894,Sen
sres238-97,401391,Sen
hr119-106,400121,Rep
hr4771-98,400191,Rep
s2585-105,300031,Sen
hr3634-95,401819,Rep
s1925-110,300061,Sen
s912-101,300071,Sen
sres281-115,300048,Sen
s3199-96,405252,Sen
hr9470-94,300048,Rep
s1399-104,300037,Sen
hconres5-105,400370,Rep
hr3864-112,400058,Rep
s714-107,300091,Sen
hr5578-110,400316,Rep
s865-104,300007,Sen
sjres103-95,407481,Sen
hr3376-104,400504,Rep
hr5556-101,409968,Rep
hr3839-97,403695,Rep
sres266-105,407992,Sen
sconres68-103,300082,Sen
hr737-102,400191,Rep
s1823-101,401391,Sen
s265-109,300045,Sen
s2413-102,300071,Sen
hr6416-93,400680,Rep
hres383-99,400191,Rep
s2258-116,300048,Sen
hr6845-115,412473,Rep
s3822-93,406918,Sen
hr3897-115,412713,Rep
sconres2-113,300082,Sen
s2975-101,300082,Sen
hr5160-95,411025,Rep
hr6221-109,400370,Rep
hr11571-95,404297,Rep
hr1644-101,410010,Rep
hres859-109,400333,Rep
hr823-106,400012,Rep
hjres45-104,400504,Rep
hr986-99,300091,Rep
hr6050-96,300031,Rep
hr110-107,400174,Rep
hr1117-108,400083,Rep
hr1759-108,400398,Rep
s473-110,300048,Sen
hr3118-95,411479,Rep
hr4871-111,412289,Rep
hr1658-108,400322,Rep
hres374-99,410010,Rep
hr5162-108,400370,Rep
hjres106-100,403695,Rep
sres343-113,300071,Sen
s591-111,300082,Sen
sres382-108,300045,Sen
hr7230-93,407783,Rep
s784-108,300071,Sen
hr3913-93,407756,Rep
hr10486-94,403260,Rep
hr1529-109,400368,Rep
hr6339-111,400443,Rep
s2464-102,300071,Sen
hr174-94,400680,Rep
s1113-105,300048,Sen
s92-114,400418,Sen.
s2928-107,300057,Sen
hr2334-100,407960,Rep
hr5636-117,412713,Rep.
sres399-108,300029,Sen
s1496-105,300031,Sen
hres1174-110,412195,Rep
s3911-93,401391,Sen
sjres266-101,300057,Sen
hr3449-111,412219,Rep
hres905-94,408065,Rep
s2751-106,300082,Sen
s2325-93,405969,Sen
hr5917-117,412702,Rep.
hr4088-108,400012,Rep
hr4743-96,407783,Rep
hr15038-94,400680,Rep
hres103-115,400655,Rep
s3393-112,300082,Sen
s1469-109,300085,Sen
hr2410-102,400898,Rep
s777-101,401709,Sen
hr986-107,400058,Rep
hr6545-93,400333,Rep
hr1459-117,412730,Rep.
hr3437-117,400350,Rep.
s1045-105,300031,Sen
hr505-105,400333,Rep
hr5651-109,400226,Rep
s1613-109,300048,Sen
hr6143-96,401273,Rep
hres188-110,400333,Rep
hr8024-95,411479,Rep
hr5256-112,400291,Rep
hr11007-94,400680,Rep
s3553-94,405721,Sen
s460-111,300048,Sen
hr5198-102,400082,Rep
hr6000-115,400655,Rep
hr2196-106,400370,Rep
sres151-108,300048,Sen
hr454-108,400158,Rep
s1003-115,300048,Sen
s1602-104,300091,Sen
hr461-103,400191,Rep
s1417-109,300029,Sen
s2884-97,300048,Sen
s2556-116,300075,Sen
hconres210-103,300091,Rep
hr5889-96,403556,Rep
hr14119-94,404297,Rep
hconres171-106,400374,Rep
hr1060-98,411353,Rep
sjres234-98,401391,Sen
hr2727-117,412842,Rep.
hr14159-95,400333,Rep
hr7673-96,300048,Rep
hr4138-108,400188,Rep
s1951-108,300031,Sen
hr1912-108,400058,Rep
s199-107,300082,Sen
hconres56-102,403695,Rep
hr238-93,400680,Rep
hres655-110,400333,Rep
sconres120-109,400418,Sen
hr3015-107,400384,Rep
hr2280-106,400504,Rep
hr5634-112,412308,Rep
hr3992-111,412274,Rep
s3376-95,410421,Sen
s642-106,300048,Sen
s2940-107,300091,Sen
hr5768-98,300031,Rep
s1-112,300082,Sen
s91-106,300091,Sen
s220-111,300048,Sen
s811-101,401391,Sen
hr4902-98,405855,Rep
hr3335-116,400291,Rep
s1811-94,401391,Sen
hr155-94,400680,Rep
s1456-107,300007,Sen
s1144-110,300091,Sen
hjres261-95,410186,Rep
hjres205-96,400333,Rep
sconres23-109,300045,Sen
s903-102,401709,Sen
hres238-106,400571,Rep
s1514-105,300037,Sen
hr1943-102,406799,Rep
s916-109,300082,Sen
s335-96,405969,Sen
s1770-111,300075,Sen
s581-103,300048,Sen
s886-108,300071,Sen
s2801-107,300061,Sen
s2585-102,300071,Sen
hr549-116,412695,Rep
s2522-117,300075,Sen.
hjres53-102,408839,Rep
hr5336-100,411025,Rep
s1501-106,300071,Sen
hr4073-99,406799,Rep
hr12721-93,404297,Rep
hconres219-107,400507,Rep
hr14766-93,404297,Rep
s3706-94,401391,Sen
sjres220-93,404343,Sen
hr9115-93,401034,Rep
hr1583-101,300037,Rep
hjres1022-94,401819,Rep
hr2156-108,400333,Rep
hconres156-114,412411,Rep.
s3388-109,400418,Sen
s2967-109,300045,Sen
s1872-102,401391,Sen
hr655-100,405646,Rep
hr4468-113,412195,Rep
hr5579-102,400370,Rep
hr2216-109,400083,Rep
hr3014-95,400333,Rep
s1932-106,300057,Sen
s1115-103,300082,Sen
hr3168-94,405646,Rep
hr5826-94,410186,Rep
hr338-115,400350,Rep
s99-113,400418,Sen
hr143-103,400083,Rep
s1632-95,405252,Sen
s909-108,300091,Sen
hr7821-93,408065,Rep
hr1276-116,412521,Rep
s1171-93,404343,Sen
s1176-113,400418,Sen
s842-97,405252,Sen
hr4980-113,400058,Rep
hr8671-95,411479,Rep
hr6674-116,412730,Rep
s3384-109,400418,Sen
hr239-112,400121,Rep
hr9442-95,402160,Rep
s1125-109,300085,Sen
hres297-103,300085,Rep
hr1506-108,400002,Rep
hr3935-104,400174,Rep
hr1226-116,412195,Rep
hr998-113,412541,Rep
hr1084-97,405496,Rep
s8-113,300082,Sen
hr3387-97,411296,Rep
hr3928-115,412427,Rep
hr4116-97,400191,Rep
s2474-101,300031,Sen
s1515-107,300061,Sen
s1179-116,300075,Sen
s3098-101,300031,Sen
s1215-114,300075,Sen.
hr3099-110,412234,Rep
hr2696-115,412730,Rep
hr3383-102,400174,Rep
hr146-105,400121,Rep
s923-112,400418,Sen
s1956-115,300075,Sen
sres157-110,300082,Sen
hr4680-101,400226,Rep
hr4534-100,406799,Rep
sjres62-94,405969,Sen
hr3271-110,412219,Rep
s100-114,400418,Sen.
hr1881-104,400316,Rep
hres406-99,300031,Rep
s1699-112,300061,Sen
hr4950-96,401273,Rep
s2083-102,300029,Sen
hr1171-110,400271,Rep
s1577-110,300061,Sen
s1024-103,401709,Sen
hjres237-93,401322,Rep
hres925-93,410812,Rep
hr4788-103,400504,Rep
s1940-95,401391,Sen
s1961-102,300071,Sen
hr358-99,300057,Rep
hr4752-109,400333,Rep
hr13392-95,300057,Rep
hr3211-111,412240,Rep
hres864-108,400058,Rep
hr3183-117,412195,Rep.
s270-110,300091,Sen
hr3945-107,400333,Rep
s574-97,406188,Sen
hr6541-116,412798,Rep
hr4381-97,300029,Rep
hr12478-93,411682,Rep
hjres47-111,400121,Rep
hr1746-98,411025,Rep
s294-107,300085,Sen
hconres309-94,404297,Rep
s1737-103,300071,Sen
sjres55-100,300048,Sen
s1984-108,300048,Sen
s1555-112,400418,Sen
s726-93,401391,Sen
sres578-112,300075,Sen
s852-110,300091,Sen
hr7381-116,412702,Rep
s1774-104,300071,Sen
s742-107,300048,Sen
s1575-106,300045,Sen
s2167-104,400561,Sen
hr9220-95,410142,Rep
s479-105,300048,Sen
s2307-108,300048,Sen
hr3059-113,400431,Rep
s860-107,300048,Sen
sres130-107,300031,Sen
hr6031-93,404297,Rep
s1089-93,410894,Sen
hr4703-105,400291,Rep
sres260-114,400418,Sen.
hr3432-101,400333,Rep
s2738-114,300048,Sen.
hr4335-101,300037,Rep
hr5081-116,412823,Rep
hr904-105,400128,Rep
hr3589-98,300082,Rep
s1773-95,405969,Sen
hr9026-93,400333,Rep
hr5849-117,412641,Rep.
s1541-110,400418,Sen
hr5030-94,400374,Rep
hr4042-115,412695,Rep
hr7100-97,403695,Rep
s2615-109,300075,Sen
hres1472-111,412308,Rep
s2130-97,406188,Sen
s3640-94,405721,Sen
s2141-109,300007,Sen
s689-103,401709,Sen
hjres555-99,300091,Rep
s374-107,300048,Sen
s2056-105,300082,Sen
s781-101,300071,Sen
hr2612-109,400400,Rep
s2312-103,300031,Sen
hr6754-94,408065,Rep
hr6428-109,400012,Rep
s1453-106,300045,Sen
hr1922-117,412623,Rep.
s497-105,400558,Sen
hr1106-99,400043,Rep
hr1503-108,400418,Rep
s62-106,300061,Sen
hr341-102,405646,Rep
s2537-106,300057,Sen
hr1917-97,407783,Rep
hr3549-102,400316,Rep
hr4158-106,400382,Rep
hr1331-95,410186,Rep
hr1975-109,400043,Rep
hr1431-108,400333,Rep
hr384-108,400368,Rep
hjres57-93,401034,Rep
hr4829-115,412695,Rep
hr6903-116,412819,Rep
hconres19-102,300037,Rep
hr10420-95,403260,Rep
s964-106,300031,Sen
hr5475-107,400002,Rep
hr2281-111,412240,Rep
hr1847-102,400015,Rep
hr967-96,401819,Rep
hr4922-95,404297,Rep
hjres540-95,405646,Rep
hr4668-107,400191,Rep
s2722-95,405800,Sen
s1331-106,300082,Sen
hres1187-116,412730,Rep
hr131-98,300159,Rep
hjres11-105,400121,Rep
hr5425-97,411025,Rep
hr1266-108,400058,Rep
s2277-108,300071,Sen
hconres422-94,407783,Rep
s2341-93,407481,Sen
s1713-111,300082,Sen
hres561-110,400370,Rep
hr5016-106,400518,Rep
hconres265-105,400374,Rep
hjres448-94,401322,Rep
hres622-108,400174,Rep
hr3812-109,400322,Rep
hr1713-96,407783,Rep
hr4151-105,400368,Rep
hr4698-95,411479,Rep
s2195-101,300061,Sen
hr7029-110,400400,Rep
sres647-110,300075,Sen
sconres25-104,300091,Sen
hr4083-96,403178,Rep
hr3318-105,400012,Rep
hjres356-94,300057,Rep
s2005-112,412384,Sen
hr5343-111,400443,Rep
s559-95,401391,Sen
sconres135-106,300057,Sen
hr580-114,400350,Rep.
hr698-116,412702,Rep
s3195-93,401391,Sen
hr7940-96,410142,Rep
sres3-110,300082,Sen
s1505-106,400558,Sen
hres484-117,456817,Rep.
hr173-94,400680,Rep
sres137-108,300045,Sen
hr1650-100,300057,Rep
hjres955-94,401322,Rep
hconres87-96,300057,Rep
hr4544-109,400350,Rep
s428-111,300037,Sen
hr243-113,412411,Rep
hr10666-95,410821,Rep
s3262-106,300057,Sen
s374-101,300082,Sen
sres54-108,300071,Sen
hr3498-101,406799,Rep
s57-97,405252,Sen
sconres56-112,300082,Sen
hjres50-103,400504,Rep
s563-95,410421,Sen
s1745-101,401709,Sen
sres706-110,300082,Sen
hres1782-111,412308,Rep
hres216-93,404297,Rep
s420-107,300048,Sen
hr2110-108,400418,Rep
s2618-106,300082,Sen
s2798-100,401391,Sen
hr7107-93,404365,Rep
s1489-95,410894,Sen
s516-107,300091,Sen
hres707-111,412308,Rep
hr7335-116,412427,Rep
s3323-114,300048,Sen.
hres31-96,407783,Rep
hr12561-93,404365,Rep
sres45-116,300075,Sen
hres12-94,400680,Rep
s1775-97,300048,Sen
hr12213-95,410186,Rep
sjres2-108,300029,Sen
hconres58-100,400333,Rep
sres656-110,300082,Sen
hr938-99,402100,Rep
hr325-108,400418,Rep
s2943-115,412549,Sen
s607-99,401709,Sen
hr3080-109,400400,Rep
hres816-111,400128,Rep
s2612-95,405800,Sen
hr3291-95,409572,Rep
hjres201-95,400333,Rep
hres915-114,400333,Rep.
s2044-96,410894,Sen
hconres142-110,400370,Rep
sres6-111,400418,Sen
s1788-94,401391,Sen
sres341-110,300091,Sen
hr3116-94,408745,Rep
hr3711-105,400382,Rep
hr13673-95,410821,Rep
hr2468-101,403695,Rep
s474-112,300091,Sen
hconres295-93,410142,Rep
s3572-112,300091,Sen
hr2369-103,400043,Rep
hr9906-94,411296,Rep
hr7852-95,410186,Rep
sres264-113,300082,Sen
s462-109,300091,Sen
s471-116,300048,Sen
hr5562-96,300031,Rep
s2977-102,300031,Sen
s1361-114,412549,Sen.
sres445-109,300085,Sen
hr146-101,300029,Rep
hr1326-95,409575,Rep
s1369-106,300057,Sen
hr557-101,400504,Rep
hr496-111,400333,Rep
s424-106,400558,Sen
s2474-106,300091,Sen
hr3990-108,400316,Rep
hr3781-113,412521,Rep
hr3842-110,400384,Rep
hr4058-105,400374,Rep
hconres224-93,405179,Rep
sres323-107,300031,Sen
s1652-103,300007,Sen
s577-96,405252,Sen
hr4697-105,400382,Rep
hr5697-109,400322,Rep
s1117-105,300091,Sen
hr6981-115,412712,Rep
s631-114,300075,Sen.
hr4066-111,412240,Rep
hr3337-98,300031,Rep
hr11782-93,400333,Rep
s2802-96,401391,Sen
hr2231-93,411479,Rep
hr3906-106,400571,Rep
hr5494-94,410821,Rep
s1177-113,400418,Sen
hr3326-105,400291,Rep
hr3153-100,400226,Rep
hr5392-109,400012,Rep
s2924-114,300082,Sen.
hr5607-95,410186,Rep
hres19-105,400370,Rep
sres445-93,406918,Sen
s3092-111,300082,Sen
s494-94,405969,Sen
s1122-105,300061,Sen
hr2924-106,400012,Rep
hr1698-104,406799,Rep
hr5505-107,400188,Rep
hr466-109,400158,Rep
hr158-101,300037,Rep
hr3777-93,401322,Rep
hr2837-110,400128,Rep
hr249-97,404880,Rep
hr3676-96,300048,Rep
hr5322-116,400271,Rep
hr17127-93,410812,Rep
s1125-105,407992,Sen
hr4630-114,400350,Rep.
hr1839-107,400058,Rep
hr11502-95,411479,Rep
s3439-109,300082,Sen
hr9008-93,400333,Rep
hjres395-102,300091,Rep
hr2606-93,407756,Rep
hr6780-115,412195,Rep
hr4309-100,300057,Rep
hr2247-103,400015,Rep
hr3747-99,300031,Rep
hr5900-93,411025,Rep
sres19-110,300082,Sen
sres2-112,300082,Sen
hr1759-100,411025,Rep
hr3512-101,300037,Rep
hr3673-111,400647,Rep
hr3386-97,411296,Rep
hr4544-96,401274,Rep
hr6522-97,411025,Rep
s1193-111,300091,Sen
s98-113,400418,Sen
s1196-112,300048,Sen
hr1434-106,400015,Rep
hr3621-115,412650,Rep
hr2726-96,401273,Rep
hr3355-101,407960,Rep
hr4693-97,405855,Rep
hr3836-108,400181,Rep
hr4381-103,405855,Rep
s60-105,300029,Sen
s2068-107,300071,Sen
sjres80-101,300071,Sen
hres253-94,407485,Rep
sres339-114,300048,Sen.
hr1423-99,409968,Rep
s126-116,300075,Sen
hr255-97,404880,Rep
s397-109,300029,Sen
hr619-108,400322,Rep
s3006-116,300075,Sen
s3373-112,300075,Sen
hr1550-106,400382,Rep
s1547-94,405969,Sen
sres252-111,300082,Sen
hr5194-101,300029,Rep
sres435-113,300082,Sen
hr6087-96,300031,Rep
hr2154-110,400443,Rep
hr3355-96,411025,Rep
sres434-109,300085,Sen
hr3207-100,300057,Rep
hr2014-99,400333,Rep
hr5266-115,412411,Rep
hconres209-110,400431,Rep
hr3809-94,410821,Rep
s580-102,401391,Sen
hr1049-117,412472,Rep.
s839-108,300091,Sen
s3417-111,400418,Sen
s2681-93,404343,Sen
s3016-102,401709,Sen
s1632-98,410894,Sen
hr12074-94,401322,Rep
s593-117,300075,Sen.
hr6639-94,409572,Rep
sres464-114,300075,Sen.
s2951-114,300075,Sen.
hr10019-94,407783,Rep
s2280-102,401709,Sen
hr5326-109,400121,Rep
s1915-104,300057,Sen
s985-99,300048,Sen
hr6511-112,412472,Rep
hres518-116,412521,Rep
sres249-105,407992,Sen
hr5878-101,400174,Rep
hr977-111,400316,Rep
s1228-106,300071,Sen
s3160-102,300082,Sen
sconres49-110,300082,Sen
s2151-112,300071,Sen
s163-103,300031,Sen
s1703-117,300048,Sen.
s1713-108,300091,Sen
s1258-107,300037,Sen
hr13140-94,410186,Rep
hjres215-101,406740,Rep
hr4920-98,400333,Rep
hr4738-108,400271,Rep
s117-112,400418,Sen
hr1486-114,412541,Rep.
s1254-99,300048,Sen
sres516-94,405969,Sen
s4-113,300082,Sen
hjres325-95,411479,Rep
hr1735-94,409575,Rep
hr951-113,412308,Rep
hr3042-95,411296,Rep
hr2606-104,400174,Rep
s2913-109,300048,Sen
hr3762-101,405855,Rep
sjres249-93,405969,Sen
s3659-109,300091,Sen
hr9458-95,409575,Rep
hr11371-93,405646,Rep
hconres789-94,404297,Rep
hjres128-99,403695,Rep
hr14853-93,409575,Rep
s3262-95,401391,Sen
s1826-102,300031,Sen
hr10265-95,410186,Rep
s853-93,410894,Sen
s1266-97,401391,Sen
sres4-111,400418,Sen
hr4950-108,400443,Rep
hconres300-95,400374,Rep
hr3314-113,412219,Rep
s801-95,407481,Sen
hr33-116,400350,Rep
hres268-102,400083,Rep
s389-96,410894,Sen
hr449-109,400058,Rep
s696-98,401391,Sen
hr6212-93,401322,Rep
hr2965-111,412231,Rep
hr4847-101,400571,Rep
hr4097-115,400291,Rep
sres4-107,300031,Sen
hr23-102,400333,Rep
hr634-103,300091,Rep
hr2715-116,412819,Rep
s359-112,412320,Sen
hr9791-95,411479,Rep
s569-105,300071,Sen
hr401-96,404880,Rep
s1714-109,400418,Sen
hr2369-114,400655,Rep.
hr6194-111,412308,Rep
hr5051-96,300057,Rep
s2218-101,401709,Sen
hres580-110,412195,Rep
s2257-102,401391,Sen
s1292-114,400418,Sen.
s2711-114,300071,Sen.
sres15-113,300082,Sen
s736-101,300082,Sen
hjres490-94,401322,Rep
s1270-106,300045,Sen
hr5539-97,411025,Rep
s20-107,300031,Sen
hr5169-117,400291,Rep.
s2449-110,300061,Sen
hr7607-94,405303,Rep
sres3-109,300045,Sen
hr1456-101,411025,Rep
hr4160-96,406740,Rep
hr5142-117,456827,Rep.
s531-110,300071,Sen
s3782-93,405969,Sen
hr2781-101,300091,Rep
hr573-111,400121,Rep
hr9466-93,401737,Rep
s2613-114,300048,Sen.
hconres520-107,400158,Rep
hr4447-100,410010,Rep
s1471-111,400418,Sen
s1857-116,300075,Sen
hjres1046-93,400680,Rep
hr730-99,411025,Rep
s102-111,400418,Sen
s120-106,300091,Sen
hr17000-93,410142,Rep
hr3146-106,400571,Rep
s2446-103,300029,Sen
sjres46-110,300082,Sen
hres359-100,411025,Rep
s2168-103,406188,Sen
s897-99,401391,Sen
s722-107,300045,Sen
hr3637-116,400350,Rep
hr759-103,400043,Rep
s545-105,300071,Sen
hr5866-96,403260,Rep
hr3846-108,400322,Rep
sjres12-105,300037,Sen
s754-108,300045,Sen
hr4281-96,410186,Rep
s69-114,400418,Sen.
hres458-106,400012,Rep
hr1011-110,400043,Rep
s2582-100,401391,Sen
hr2336-105,400174,Rep
sres285-93,404343,Sen
hr796-107,400333,Rep
s1612-106,400561,Sen
hr5100-98,411025,Rep
s2342-111,400418,Sen
s355-96,401391,Sen
hr1893-104,400188,Rep
hr2790-96,300159,Rep
s2053-104,300048,Sen
hr5109-99,403178,Rep
s938-107,300057,Sen
hr722-102,403695,Rep
hr873-117,412463,Rep.
hr1991-105,400382,Rep
s2140-103,300031,Sen
hr4370-97,405646,Rep
s522-105,400558,Sen
s948-104,300037,Sen
sconres56-101,300071,Sen
hres1258-94,408745,Rep
hr5193-110,400350,Rep
s1380-103,401709,Sen
hr14145-93,411296,Rep
hres135-106,400374,Rep
hr11160-94,404297,Rep
hr5394-111,400271,Rep
hr6100-110,400384,Rep
s104-110,400418,Sen
hr12535-95,411025,Rep
hr14222-93,400680,Rep
s1893-103,300071,Sen
hr2430-103,400571,Rep
s1926-105,300048,Sen
sres96-98,406188,Sen
s2409-94,401391,Sen
hr822-115,400291,Rep
hr3533-109,400058,Rep
hr1783-111,412308,Rep
hr600-101,400333,Rep
hr5808-97,401819,Rep
s2470-109,300029,Sen
s2062-109,400418,Sen
s1965-105,407992,Sen
hr255-94,401322,Rep
hr5468-95,401540,Rep
hr1454-96,400333,Rep
hr13572-95,401238,Rep
sres194-108,300045,Sen
hconres45-107,400226,Rep
hr5360-111,400443,Rep
hr394-96,404880,Rep
hconres124-113,400058,Rep
s1462-107,300091,Sen
s397-103,300048,Sen
hr5124-93,404297,Rep
sres263-104,407992,Sen
s412-104,300091,Sen
hr155-117,400350,Rep.
s1831-106,300031,Sen
hr6412-93,407485,Rep
hr8970-93,410142,Rep
hr2857-98,300091,Rep
s1844-109,400418,Sen
s451-108,300091,Sen
hr1942-107,400316,Rep
hr4232-93,405646,Rep
hr6312-117,456827,Rep.
hconres744-94,410186,Rep
sres513-115,300048,Sen
hr3015-111,400655,Rep
sres528-110,300075,Sen
s1632-93,405969,Sen
s2935-111,300048,Sen
hr2529-107,400291,Rep
hjres31-94,401322,Rep
hr17-100,411025,Rep
hr3286-113,412549,Rep
hr721-108,400058,Rep
hr2947-112,412441,Rep
hres521-99,402100,Rep
hr3918-101,410010,Rep
s1176-103,300061,Sen
hr15039-94,400680,Rep
s1122-99,300048,Sen
hr177-107,400368,Rep
hr2793-114,412623,Rep.
hr4437-95,300057,Rep
sres295-117,300048,Sen.
hr6409-96,401819,Rep
hr1437-106,400015,Rep
hr13603-94,401322,Rep
hr4255-94,410142,Rep
hconres387-93,405303,Rep
s2754-106,300007,Sen
s2687-93,405969,Sen
sres681-115,300048,Sen
s714-113,300048,Sen
s1756-104,407992,Sen
hjres446-99,300091,Rep
hr4131-106,400504,Rep
s1254-114,300048,Sen.
hr4404-117,412695,Rep.
sjres78-101,401391,Sen
hr5498-117,456817,Rep.
s2895-97,401709,Sen
s930-97,405252,Sen
hr4858-99,300091,Rep
hr245-114,412630,Rep.
hr5020-103,400594,Rep
hconres373-101,300037,Rep
hres857-110,412219,Rep
s2408-109,300085,Sen
hres796-111,400368,Rep
hr2470-110,400333,Rep
hr764-101,400898,Rep
hjres48-117,412730,Rep.
s2640-109,300045,Sen
s931-102,300082,Sen
hr1095-97,405496,Rep
s468-110,300048,Sen
hr2963-116,412823,Rep
hres320-101,400333,Rep
hres1009-93,408065,Rep
sconres34-103,401709,Sen
hr3544-95,410186,Rep
s2344-94,401391,Sen
sres457-111,300082,Sen
s3190-101,300071,Sen
s2752-111,400418,Sen
s1819-94,406918,Sen
hr8011-93,404365,Rep
s589-95,407481,Sen
hr3279-95,400333,Rep
sconres1-112,300082,Sen
hr3437-113,400647,Rep
hr7067-116,412712,Rep
hr4705-117,412773,Rep.
hjres90-110,400043,Rep
hres390-101,300037,Rep
sres57-105,300037,Sen
s1163-106,300007,Sen
hr5378-102,400083,Rep
s1979-109,300061,Sen
hr4841-96,401274,Rep
hjres131-100,400191,Rep
hconres117-109,400333,Rep
s1510-107,300031,Sen
s281-111,300061,Sen
hr2907-98,403695,Rep
s552-110,300075,Sen
s1975-107,300082,Sen
s1599-102,401709,Sen
hjres259-101,402114,Rep
s1762-101,300061,Sen
hr2209-99,405646,Rep
hr1131-117,412819,Rep.
hr3630-107,400511,Rep
hr2487-102,300091,Rep
s2541-116,300075,Sen
sres702-110,300082,Sen
hr2002-107,400322,Rep
s2351-117,300048,Sen.
hr10223-93,401737,Rep
s1747-105,300048,Sen
hr2956-111,400368,Rep
hr162-117,412695,Rep.
hr3066-115,412219,Rep
hr334-104,400291,Rep
s439-107,300045,Sen
s2196-101,300061,Sen
hr7846-93,400333,Rep
s819-110,300037,Sen
s1195-98,401391,Sen
s1553-111,300048,Sen
s291-94,405721,Sen
hres309-97,300057,Rep
hr1031-99,402100,Rep
hr15606-94,401540,Rep
s997-99,401709,Sen
s615-103,300071,Sen
hjres164-96,404880,Rep
s1992-106,300091,Sen
hr15805-94,300057,Rep
s2949-108,300057,Sen
hr1785-106,400333,Rep
hr2106-100,411025,Rep
s1737-109,300085,Sen
s763-109,300037,Sen
hr8928-116,400350,Rep
s1816-109,300085,Sen
hr635-114,400333,Rep.
hr3736-112,400431,Rep
hr3032-96,400504,Rep
hr6921-116,412630,Rep
s784-100,406188,Sen
hr1785-116,412842,Rep
s971-101,300048,Sen
s314-114,300048,Sen.
hr5821-102,407564,Rep
hr2652-102,409968,Rep
s1977-102,300071,Sen
hr4085-104,400012,Rep
hr8133-96,401274,Rep
hr3456-113,400647,Rep
sres109-107,300082,Sen
s511-95,407481,Sen
s1252-96,401391,Sen
hr11484-93,404365,Rep
hr8803-95,402160,Rep
s1418-108,300082,Sen
hr3457-103,400382,Rep
hconres14-97,405646,Rep
hr6621-110,400384,Rep
s3920-111,412384,Sen
hres489-108,400082,Rep
hr2316-106,400121,Rep
sres641-114,300048,Sen.
sconres140-101,400561,Sen
sres22-108,300037,Sen
hjres12-106,400188,Rep
hr3727-105,400594,Rep
s562-104,300159,Sen
s2591-102,300071,Sen
hres1411-93,408065,Rep
hconres324-106,400181,Rep
hr7231-95,404297,Rep
s3389-112,300061,Sen
hr1796-101,300091,Rep
hr6467-95,401274,Rep
s1369-117,300048,Sen.
hres546-110,400271,Rep
hr10062-93,409575,Rep
hr2171-114,412419,Rep.
hr3030-114,400316,Rep.
hr5823-93,401322,Rep
hr860-110,400384,Rep
hr2363-97,300037,Rep
s3122-109,300091,Sen
s3083-101,300031,Sen
sconres32-115,412549,Sen
s480-102,406188,Sen
hr5120-112,412429,Rep
hr6744-110,412240,Rep
s2740-95,405969,Sen
hconres474-93,404297,Rep
hres632-112,400271,Rep
s923-104,300037,Sen
hr256-108,400043,Rep
hr3576-111,400333,Rep
hr1687-105,400504,Rep
sconres10-105,300048,Sen
s1704-117,412549,Sen.
sjres206-94,410421,Sen
hr2617-112,412308,Rep
s244-105,300071,Sen
hr9837-93,400333,Rep
s888-96,401391,Sen
s1763-95,407481,Sen
s334-109,300037,Sen
s905-102,401709,Sen
hr5666-98,400898,Rep
s90-105,300091,Sen
hr1210-114,412541,Rep.
hr1150-111,412234,Rep
hr5519-98,411025,Rep
